Time,DigitalTherm,Thermistor
26:44.8,12.83,12.63
26:50.5,12.81,12.63
26:56.2,12.79,12.56
27:01.9,12.85,12.63
27:07.6,12.81,12.56
27:13.3,12.79,12.63
27:19.0,12.79,12.63
27:24.6,12.81,12.63
27:30.3,12.83,12.63
27:36.0,12.81,12.63
27:41.7,12.81,12.63
27:47.4,12.85,12.63
27:53.1,12.85,12.63
27:58.8,12.79,12.63
28:04.5,12.85,12.63
28:10.2,12.83,12.63
28:15.8,12.85,12.63
28:21.5,12.85,12.63
28:27.2,12.85,12.63
28:32.9,12.85,12.63
28:38.6,12.85,12.63
28:44.3,12.85,12.63
28:50.0,12.81,12.63
28:55.6,12.87,12.63
29:01.3,12.83,12.63
29:07.0,12.89,12.63
29:12.7,12.83,12.63
29:18.4,12.85,12.69
29:24.1,12.87,12.63
29:29.8,12.83,12.69
29:35.5,12.85,12.63
29:41.2,12.87,12.63
29:46.8,12.85,12.63
29:52.5,12.85,12.69
29:58.2,12.91,12.69
30:03.9,12.89,12.69
30:09.6,12.87,12.69
30:15.3,12.89,12.69
30:21.0,12.87,12.69
30:26.7,12.89,12.69
30:32.4,12.93,12.69
30:38.0,12.87,12.69
30:43.7,12.93,12.69
30:49.4,12.89,12.69
30:55.1,12.87,12.69
31:00.8,12.87,12.69
31:06.5,12.93,12.69
31:12.2,12.89,12.69
31:17.9,12.91,12.69
31:23.5,12.89,12.69
31:29.2,12.89,12.69
31:34.9,12.89,12.75
31:40.6,12.95,12.69
31:46.3,12.87,12.69
31:52.0,12.95,12.69
31:57.7,12.89,12.75
32:03.3,12.89,12.69
32:09.1,12.93,12.75
32:14.7,12.93,12.69
32:20.4,12.95,12.69
32:26.1,12.91,12.75
32:31.8,12.89,12.75
32:37.5,12.97,12.75
32:43.2,12.93,12.75
32:48.9,12.95,12.75
32:54.5,12.95,12.75
33:00.2,12.89,12.75
33:05.9,12.95,12.75
33:11.6,12.97,12.75
33:17.3,12.95,12.75
33:23.0,12.91,12.75
33:28.7,12.95,12.75
33:34.4,12.95,12.75
33:40.1,12.93,12.75
33:45.7,12.93,12.75
33:51.4,12.95,12.75
33:57.1,12.99,12.75
34:02.8,12.99,12.75
34:08.5,12.95,12.75
34:14.2,12.95,12.81
34:19.8,12.97,12.75
34:25.6,12.95,12.75
34:31.2,12.95,12.75
34:36.9,12.97,12.75
34:42.6,13.01,12.81
34:48.3,12.99,12.81
34:54.0,12.97,12.81
34:59.7,12.99,12.75
35:05.4,12.97,12.81
35:11.0,12.99,12.75
35:16.7,12.97,12.81
35:22.4,13.03,12.81
35:28.1,13.01,12.81
35:33.8,12.97,12.81
35:39.5,13.03,12.81
35:45.2,13.01,12.81
35:50.9,13.01,12.81
35:56.6,12.97,12.81
36:02.3,13.01,12.81
36:07.9,13.03,12.81
36:13.6,12.97,12.81
36:19.3,13.01,12.81
36:25.0,13.05,12.81
36:30.7,13.03,12.81
36:36.4,12.97,12.81
36:42.1,13.07,12.81
36:47.7,13.01,12.81
36:53.4,13.03,12.81
36:59.1,13.01,12.81
37:04.8,13.05,12.81
37:10.5,13.07,12.88
37:16.2,13.03,12.81
37:21.9,13.05,12.81
37:27.6,13.01,12.81
37:33.2,13.07,12.81
37:38.9,13.05,12.88
37:44.6,13.03,12.81
37:50.3,13.09,12.88
37:56.0,13.05,12.81
38:01.7,13.05,12.88
38:07.4,13.05,12.81
38:13.1,13.05,12.88
38:18.7,13.05,12.88
38:24.4,13.05,12.88
38:30.1,13.05,12.88
38:35.8,13.09,12.88
38:41.5,13.03,12.88
38:47.2,13.05,12.88
38:52.9,13.05,12.88
38:58.6,13.03,12.88
39:04.3,13.09,12.88
39:09.9,13.07,12.88
39:15.6,13.07,12.88
39:21.3,13.09,12.88
39:27.0,13.07,12.88
39:32.7,13.07,12.88
39:38.4,13.07,12.88
39:44.0,13.11,12.88
39:49.7,13.09,12.88
39:55.4,13.09,12.88
40:01.1,13.09,12.88
40:06.8,13.05,12.88
40:12.5,13.05,12.88
40:18.2,13.13,12.88
40:23.9,13.07,12.88
40:29.6,13.11,12.88
40:35.2,13.11,12.88
40:40.9,13.11,12.94
40:46.6,13.09,12.88
40:52.3,13.13,12.88
40:58.0,13.05,12.88
41:03.7,13.15,12.94
41:09.4,13.11,12.88
41:15.1,13.11,12.88
41:20.7,13.09,12.94
41:26.4,13.13,12.94
41:32.1,13.11,12.94
41:37.8,13.15,12.94
41:43.5,13.09,12.88
41:49.2,13.13,12.94
41:54.9,13.11,12.94
42:00.5,13.11,12.94
42:06.2,13.09,12.94
42:11.9,13.15,12.94
42:17.6,13.09,12.94
42:23.3,13.15,12.94
42:29.0,13.13,12.94
42:34.7,13.11,12.94
42:40.4,13.15,12.94
42:46.1,13.15,12.94
42:51.8,13.15,12.94
42:57.4,13.15,12.94
43:03.1,13.17,12.94
43:08.8,13.15,12.94
43:14.5,13.15,12.94
43:20.2,13.13,12.94
43:25.9,13.17,13
43:31.6,13.13,12.94
43:37.2,13.17,12.94
43:42.9,13.19,12.94
43:48.6,13.15,13
43:54.3,13.15,13
44:00.0,13.11,12.94
44:05.7,13.19,12.94
44:11.4,13.13,13
44:17.1,13.19,13
44:22.8,13.17,12.94
44:28.4,13.17,13
44:34.1,13.15,13
44:39.8,13.19,13
44:45.5,13.15,13
44:51.2,13.19,13
44:56.9,13.17,13
45:02.6,13.15,13
45:08.3,13.17,13
45:14.0,13.21,13
45:19.6,13.19,13
45:25.3,13.19,13
45:31.0,13.23,13
45:36.7,13.19,13
45:42.4,13.15,13
45:48.1,13.17,13
45:53.8,13.19,13
45:59.5,13.21,13
46:05.1,13.19,13
46:10.8,13.23,13
46:16.5,13.23,13
46:22.2,13.23,13
46:27.9,13.19,13
46:33.6,13.21,13
46:39.3,13.17,13
46:44.9,13.21,13
46:50.6,13.19,13.06
46:56.3,13.25,13
47:02.0,13.25,13
47:07.7,13.17,13.06
47:13.4,13.21,13
47:19.1,13.21,13
47:24.8,13.25,13.06
47:30.5,13.23,13.06
47:36.1,13.27,13
47:41.8,13.25,13.06
47:47.5,13.23,13
47:53.2,13.23,13.06
47:58.9,13.21,13.06
48:04.6,13.27,13.06
48:10.3,13.23,13.06
48:16.0,13.25,13
48:21.6,13.25,13.06
48:27.3,13.25,13.06
48:33.0,13.27,13.06
48:38.7,13.31,13.06
48:44.4,13.27,13.06
48:50.1,13.23,13.06
48:55.8,13.21,13.06
49:01.5,13.23,13.06
49:07.1,13.25,13.06
49:12.8,13.27,13.06
49:18.5,13.27,13.06
49:24.2,13.21,13.06
49:29.9,13.25,13.06
49:35.6,13.27,13.06
49:41.3,13.27,13.06
49:47.0,13.23,13.06
49:52.6,13.23,13.06
49:58.3,13.27,13.06
50:04.0,13.29,13.06
50:09.7,13.25,13.06
50:15.4,13.23,13.06
50:21.1,13.25,13.06
50:26.8,13.25,13.13
50:32.4,13.25,13.06
50:38.1,13.29,13.06
50:43.8,13.27,13.06
50:49.5,13.29,13.13
50:55.2,13.29,13.13
51:00.9,13.31,13.06
51:06.6,13.27,13.06
51:12.3,13.29,13.06
51:18.0,13.29,13.13
51:23.6,13.29,13.13
51:29.3,13.27,13.06
51:35.0,13.33,13.13
51:40.7,13.29,13.13
51:46.4,13.29,13.06
51:52.1,13.29,13.13
51:57.8,13.31,13.13
52:03.5,13.31,13.13
52:09.2,13.29,13.13
52:14.8,13.33,13.13
52:20.5,13.27,13.13
52:26.2,13.31,13.13
52:31.9,13.31,13.19
52:37.6,13.35,13.13
52:43.3,13.31,13.13
52:49.0,13.33,13.13
52:54.7,13.29,13.13
53:00.3,13.33,13.13
53:06.0,13.33,13.13
53:11.7,13.31,13.13
53:17.4,13.29,13.13
53:23.1,13.33,13.13
53:28.8,13.29,13.13
53:34.5,13.37,13.13
53:40.2,13.29,13.13
53:45.9,13.37,13.13
53:51.5,13.31,13.13
53:57.2,13.31,13.13
54:02.9,13.35,13.13
54:08.6,13.29,13.13
54:14.3,13.33,13.13
54:20.0,13.35,13.13
54:25.7,13.33,13.19
54:31.4,13.31,13.19
54:37.1,13.39,13.13
54:42.7,13.37,13.13
54:48.4,13.31,13.19
54:54.1,13.37,13.13
54:59.8,13.37,13.13
55:05.5,13.35,13.19
55:11.2,13.35,13.19
55:16.8,13.33,13.19
55:22.5,13.39,13.19
55:28.2,13.37,13.19
55:33.9,13.35,13.19
55:39.6,13.43,13.19
55:45.3,13.35,13.19
55:51.0,13.33,13.19
55:56.7,13.37,13.19
56:02.4,13.39,13.19
56:08.0,13.37,13.19
56:13.7,13.35,13.19
56:19.4,13.39,13.19
56:25.1,13.41,13.19
56:30.8,13.35,13.19
56:36.5,13.35,13.19
56:42.2,13.41,13.19
56:47.9,13.39,13.19
56:53.5,13.35,13.19
56:59.2,13.35,13.19
57:04.9,13.39,13.19
57:10.6,13.43,13.19
57:16.3,13.37,13.19
57:22.0,13.33,13.19
57:27.7,13.41,13.19
57:33.4,13.45,13.19
57:39.0,13.35,13.19
57:44.7,13.39,13.19
57:50.4,13.47,13.19
57:56.1,13.39,13.19
58:01.8,13.39,13.25
58:07.5,13.41,13.19
58:13.2,13.39,13.19
58:18.9,13.41,13.19
58:24.6,13.43,13.19
58:30.2,13.37,13.25
58:35.9,13.43,13.19
58:41.6,13.41,13.25
58:47.3,13.41,13.25
58:53.0,13.41,13.25
58:58.7,13.39,13.19
59:04.4,13.39,13.25
59:10.0,13.41,13.25
59:15.7,13.45,13.19
59:21.4,13.41,13.25
59:27.1,13.37,13.25
59:32.8,13.41,13.19
59:38.5,13.41,13.25
59:44.2,13.43,13.25
59:49.8,13.41,13.25
59:55.5,13.43,13.25
00:01.2,13.43,13.25
00:06.9,13.45,13.25
00:12.6,13.43,13.25
00:18.3,13.41,13.25
00:24.0,13.39,13.25
00:29.7,13.43,13.25
00:35.4,13.41,13.25
00:41.0,13.39,13.25
00:46.8,13.45,13.25
00:52.4,13.41,13.25
00:58.1,13.45,13.25
01:03.8,13.43,13.25
01:09.5,13.45,13.25
01:15.2,13.49,13.25
01:20.9,13.41,13.25
01:26.6,13.45,13.25
01:32.2,13.47,13.25
01:37.9,13.45,13.25
01:43.6,13.43,13.31
01:49.3,13.47,13.25
01:55.0,13.47,13.25
02:00.7,13.41,13.25
02:06.4,13.41,13.25
02:12.1,13.47,13.25
02:17.7,13.49,13.25
02:23.4,13.43,13.25
02:29.1,13.43,13.25
02:34.8,13.45,13.25
02:40.5,13.41,13.25
02:46.2,13.43,13.25
02:51.9,13.43,13.25
02:57.6,13.47,13.25
03:03.2,13.49,13.31
03:08.9,13.52,13.31
03:14.6,13.5,13.31
03:20.3,13.47,13.25
03:26.0,13.47,13.31
03:31.7,13.47,13.31
03:37.4,13.49,13.31
03:43.1,13.49,13.31
03:48.8,13.49,13.31
03:54.4,13.47,13.31
04:00.1,13.49,13.31
04:05.8,13.47,13.31
04:11.5,13.5,13.31
04:17.2,13.5,13.31
04:22.9,13.5,13.31
04:28.6,13.5,13.31
04:34.3,13.5,13.31
04:39.9,13.49,13.31
04:45.6,13.49,13.31
04:51.3,13.49,13.31
04:57.0,13.47,13.31
05:02.7,13.5,13.31
05:08.4,13.5,13.31
05:14.1,13.52,13.31
05:19.8,13.49,13.31
05:25.5,13.47,13.31
05:31.1,13.49,13.31
05:36.8,13.52,13.31
05:42.5,13.52,13.31
05:48.2,13.5,13.31
05:53.9,13.5,13.31
05:59.6,13.52,13.31
06:05.3,13.5,13.31
06:10.9,13.49,13.31
06:16.6,13.5,13.31
06:22.3,13.5,13.31
06:28.0,13.52,13.38
06:33.7,13.54,13.31
06:39.4,13.54,13.31
06:45.1,13.52,13.38
06:50.8,13.52,13.31
06:56.4,13.54,13.31
07:02.1,13.52,13.31
07:07.8,13.52,13.38
07:13.5,13.5,13.38
07:19.2,13.52,13.38
07:24.9,13.49,13.38
07:30.6,13.52,13.38
07:36.2,13.49,13.31
07:42.0,13.54,13.38
07:47.6,13.52,13.38
07:53.3,13.54,13.38
07:59.0,13.56,13.31
08:04.7,13.52,13.38
08:10.4,13.52,13.38
08:16.1,13.56,13.38
08:21.8,13.52,13.38
08:27.4,13.56,13.38
08:33.1,13.5,13.38
08:38.8,13.58,13.38
08:44.5,13.56,13.38
08:50.2,13.54,13.38
08:55.9,13.56,13.38
09:01.6,13.49,13.38
09:07.3,13.52,13.38
09:12.9,13.56,13.38
09:18.6,13.56,13.38
09:24.3,13.56,13.38
09:30.0,13.56,13.38
09:35.7,13.5,13.38
09:41.4,13.52,13.38
09:47.0,13.58,13.38
09:52.7,13.6,13.38
09:58.4,13.54,13.38
10:04.1,13.58,13.38
10:09.8,13.52,13.38
10:15.5,13.58,13.38
10:21.2,13.54,13.38
10:26.9,13.6,13.38
10:32.6,13.56,13.38
10:38.3,13.58,13.38
10:44.0,13.56,13.38
10:49.7,13.52,13.38
10:55.3,13.6,13.38
11:01.0,13.56,13.38
11:06.7,13.56,13.38
11:12.4,13.58,13.44
11:18.1,13.56,13.38
11:23.8,13.58,13.38
11:29.4,13.58,13.38
11:35.2,13.6,13.38
11:40.8,13.58,13.38
11:46.5,13.58,13.44
11:52.2,13.6,13.38
11:57.9,13.58,13.38
12:03.6,13.62,13.38
12:09.3,13.58,13.38
12:14.9,13.6,13.44
12:20.6,13.58,13.44
12:26.3,13.62,13.44
12:32.0,13.56,13.44
12:37.7,13.62,13.44
12:43.4,13.58,13.44
12:49.1,13.58,13.44
12:54.8,13.6,13.44
13:00.4,13.56,13.44
13:06.1,13.62,13.44
13:11.8,13.6,13.44
13:17.5,13.56,13.44
13:23.2,13.62,13.44
13:28.9,13.64,13.44
13:34.6,13.58,13.44
13:40.3,13.6,13.44
13:45.9,13.6,13.44
13:51.6,13.6,13.44
13:57.3,13.62,13.44
14:03.0,13.6,13.44
14:08.7,13.6,13.44
14:14.4,13.64,13.44
14:20.1,13.58,13.44
14:25.8,13.62,13.44
14:31.5,13.58,13.44
14:37.1,13.64,13.44
14:42.8,13.6,13.44
14:48.5,13.62,13.44
14:54.2,13.58,13.44
14:59.9,13.66,13.44
15:05.6,13.6,13.44
15:11.3,13.6,13.44
15:17.0,13.64,13.44
15:22.6,13.62,13.44
15:28.3,13.6,13.44
15:34.0,13.62,13.44
15:39.7,13.66,13.44
15:45.4,13.64,13.44
15:51.1,13.64,13.44
15:56.8,13.64,13.44
16:02.4,13.6,13.44
16:08.1,13.68,13.44
16:13.8,13.62,13.44
16:19.5,13.62,13.44
16:25.2,13.62,13.44
16:30.9,13.66,13.5
16:36.6,13.62,13.44
16:42.3,13.6,13.5
16:47.9,13.64,13.44
16:53.6,13.64,13.44
16:59.3,13.64,13.44
17:05.0,13.6,13.5
17:10.7,13.64,13.5
17:16.4,13.66,13.5
17:22.1,13.64,13.5
17:27.8,13.64,13.5
17:33.5,13.64,13.5
17:39.1,13.66,13.5
17:44.8,13.62,13.44
17:50.5,13.64,13.5
17:56.2,13.66,13.5
18:01.9,13.68,13.5
18:07.6,13.66,13.5
18:13.3,13.64,13.5
18:18.9,13.64,13.5
18:24.6,13.68,13.5
18:30.3,13.62,13.44
18:36.0,13.68,13.5
18:41.7,13.64,13.5
18:47.4,13.64,13.5
18:53.1,13.7,13.5
18:58.8,13.64,13.5
19:04.5,13.64,13.5
19:10.2,13.7,13.5
19:15.8,13.68,13.5
19:21.5,13.68,13.5
19:27.2,13.66,13.5
19:32.9,13.68,13.5
19:38.6,13.7,13.5
19:44.3,13.64,13.5
19:50.0,13.68,13.5
19:55.7,13.68,13.5
20:01.3,13.64,13.5
20:07.0,13.72,13.5
20:12.7,13.7,13.5
20:18.4,13.66,13.5
20:24.1,13.7,13.5
20:29.8,13.68,13.5
20:35.5,13.72,13.5
20:41.1,13.7,13.5
20:46.8,13.7,13.5
20:52.5,13.64,13.5
20:58.2,13.7,13.5
21:03.9,13.72,13.5
21:09.6,13.66,13.5
21:15.3,13.66,13.5
21:21.0,13.68,13.5
21:26.6,13.72,13.5
21:32.3,13.7,13.5
21:38.0,13.7,13.5
21:43.7,13.72,13.5
21:49.4,13.7,13.5
21:55.1,13.7,13.5
22:00.8,13.68,13.5
22:06.5,13.66,13.5
22:12.2,13.68,13.56
22:17.8,13.74,13.56
22:23.5,13.7,13.5
22:29.2,13.72,13.5
22:34.9,13.72,13.5
22:40.6,13.68,13.56
22:46.3,13.68,13.56
22:52.0,13.7,13.56
22:57.7,13.7,13.56
23:03.3,13.68,13.56
23:09.0,13.72,13.56
23:14.7,13.72,13.56
23:20.4,13.72,13.56
23:26.1,13.72,13.56
23:31.8,13.72,13.56
23:37.5,13.76,13.56
23:43.1,13.74,13.56
23:48.8,13.68,13.56
23:54.5,13.74,13.56
24:00.2,13.72,13.56
24:05.9,13.72,13.56
24:11.6,13.68,13.56
24:17.3,13.76,13.56
24:23.0,13.72,13.56
24:28.7,13.76,13.56
24:34.4,13.72,13.56
24:40.0,13.74,13.56
24:45.7,13.74,13.56
24:51.4,13.74,13.56
24:57.1,13.7,13.56
25:02.8,13.76,13.56
25:08.5,13.72,13.56
25:14.2,13.76,13.56
25:19.8,13.74,13.56
25:25.5,13.78,13.56
25:31.2,13.72,13.56
25:36.9,13.74,13.56
25:42.6,13.74,13.56
25:48.3,13.74,13.56
25:54.0,13.72,13.56
25:59.6,13.76,13.56
26:05.3,13.76,13.56
26:11.0,13.76,13.56
26:16.7,13.74,13.56
26:22.4,13.76,13.56
26:28.1,13.78,13.56
26:33.8,13.78,13.56
26:39.5,13.76,13.56
26:45.1,13.74,13.63
26:50.9,13.78,13.56
26:56.5,13.78,13.56
27:02.2,13.74,13.56
27:07.9,13.74,13.63
27:13.6,13.76,13.56
27:19.3,13.76,13.63
27:25.0,13.8,13.56
27:30.7,13.76,13.63
27:36.3,13.76,13.56
27:42.0,13.74,13.63
27:47.7,13.78,13.56
27:53.4,13.76,13.56
27:59.1,13.72,13.56
28:04.8,13.72,13.63
28:10.5,13.78,13.63
28:16.2,13.74,13.63
28:21.9,13.76,13.63
28:27.5,13.76,13.63
28:33.2,13.74,13.63
28:38.9,13.74,13.63
28:44.6,13.76,13.56
28:50.3,13.76,13.63
28:56.0,13.76,13.56
29:01.7,13.74,13.63
29:07.4,13.76,13.63
29:13.0,13.8,13.63
29:18.7,13.82,13.63
29:24.4,13.8,13.63
29:30.1,13.78,13.63
29:35.8,13.76,13.63
29:41.5,13.76,13.63
29:47.2,13.78,13.63
29:52.8,13.76,13.63
29:58.5,13.76,13.63
30:04.2,13.74,13.63
30:09.9,13.78,13.63
30:15.6,13.8,13.63
30:21.3,13.8,13.63
30:27.0,13.8,13.63
30:32.7,13.82,13.63
30:38.3,13.76,13.63
30:44.0,13.76,13.63
30:49.7,13.82,13.63
30:55.4,13.82,13.63
31:01.1,13.8,13.63
31:06.8,13.78,13.63
31:12.5,13.8,13.63
31:18.2,13.82,13.63
31:23.8,13.78,13.63
31:29.5,13.78,13.63
31:35.2,13.78,13.63
31:40.9,13.8,13.63
31:46.6,13.86,13.63
31:52.3,13.84,13.63
31:58.0,13.78,13.63
32:03.6,13.78,13.63
32:09.3,13.78,13.63
32:15.0,13.78,13.63
32:20.7,13.82,13.63
32:26.4,13.84,13.63
32:32.1,13.8,13.63
32:37.8,13.84,13.69
32:43.5,13.86,13.63
32:49.2,13.8,13.63
32:54.9,13.82,13.63
33:00.5,13.84,13.63
33:06.2,13.82,13.69
33:11.9,13.8,13.63
33:17.6,13.84,13.63
33:23.3,13.82,13.63
33:29.0,13.78,13.63
33:34.7,13.8,13.69
33:40.3,13.8,13.69
33:46.0,13.8,13.69
33:51.7,13.82,13.69
33:57.4,13.84,13.63
34:03.1,13.86,13.63
34:08.8,13.86,13.63
34:14.5,13.84,13.63
34:20.1,13.8,13.69
34:25.8,13.82,13.69
34:31.5,13.82,13.69
34:37.2,13.86,13.69
34:42.9,13.84,13.69
34:48.6,13.84,13.69
34:54.3,13.82,13.69
35:00.0,13.82,13.69
35:05.7,13.86,13.69
35:11.3,13.86,13.69
35:17.0,13.82,13.69
35:22.7,13.86,13.69
35:28.4,13.86,13.69
35:34.1,13.82,13.69
35:39.8,13.82,13.69
35:45.5,13.82,13.69
35:51.2,13.88,13.69
35:56.8,13.82,13.69
36:02.5,13.86,13.69
36:08.2,13.88,13.69
36:13.9,13.84,13.69
36:19.6,13.84,13.69
36:25.3,13.84,13.69
36:31.0,13.82,13.69
36:36.7,13.88,13.69
36:42.3,13.82,13.69
36:48.0,13.88,13.69
36:53.7,13.86,13.69
36:59.4,13.86,13.69
37:05.1,13.88,13.69
37:10.8,13.82,13.69
37:16.5,13.86,13.69
37:22.2,13.86,13.69
37:27.9,13.88,13.69
37:33.6,13.82,13.69
37:39.2,13.86,13.69
37:44.9,13.86,13.69
37:50.6,13.86,13.69
37:56.3,13.84,13.69
38:02.0,13.9,13.69
38:07.7,13.82,13.69
38:13.4,13.88,13.69
38:19.0,13.86,13.69
38:24.7,13.84,13.69
38:30.4,13.88,13.69
38:36.1,13.92,13.69
38:41.8,13.88,13.69
38:47.5,13.84,13.69
38:53.2,13.88,13.69
38:58.9,13.86,13.69
39:04.5,13.88,13.75
39:10.2,13.86,13.69
39:15.9,13.88,13.75
39:21.6,13.86,13.69
39:27.3,13.84,13.69
39:33.0,13.88,13.75
39:38.7,13.9,13.75
39:44.4,13.88,13.75
39:50.1,13.86,13.69
39:55.8,13.88,13.75
40:01.4,13.9,13.69
40:07.1,13.88,13.75
40:12.8,13.92,13.69
40:18.5,13.86,13.75
40:24.2,13.92,13.75
40:29.9,13.88,13.75
40:35.6,13.9,13.75
40:41.2,13.9,13.75
40:46.9,13.88,13.75
40:52.6,13.9,13.75
40:58.3,13.88,13.75
41:04.0,13.9,13.75
41:09.7,13.9,13.75
41:15.4,13.88,13.75
41:21.0,13.86,13.75
41:26.7,13.88,13.75
41:32.4,13.9,13.75
41:38.1,13.94,13.75
41:43.8,13.92,13.75
41:49.5,13.94,13.75
41:55.2,13.9,13.75
42:00.9,13.88,13.75
42:06.6,13.94,13.75
42:12.2,13.92,13.75
42:17.9,13.96,13.75
42:23.6,13.9,13.75
42:29.3,13.9,13.75
42:35.0,13.92,13.75
42:40.7,13.92,13.75
42:46.4,13.94,13.75
42:52.0,13.88,13.75
42:57.7,13.92,13.75
43:03.4,13.94,13.75
43:09.1,13.9,13.75
43:14.8,13.88,13.75
43:20.5,13.92,13.75
43:26.2,13.92,13.75
43:31.9,13.96,13.75
43:37.6,13.96,13.75
43:43.2,13.94,13.81
43:48.9,13.92,13.75
43:54.6,13.88,13.75
44:00.3,13.88,13.75
44:06.0,13.92,13.75
44:11.7,13.94,13.75
44:17.4,13.9,13.75
44:23.1,13.92,13.75
44:28.7,13.92,13.75
44:34.4,13.94,13.75
44:40.1,13.92,13.75
44:45.8,13.88,13.75
44:51.5,13.92,13.75
44:57.2,13.9,13.75
45:02.9,13.9,13.75
45:08.5,13.96,13.75
45:14.2,13.94,13.81
45:19.9,13.94,13.75
45:25.6,13.92,13.75
45:31.3,13.92,13.81
45:37.0,13.96,13.81
45:42.7,13.96,13.75
45:48.4,13.94,13.81
45:54.1,13.96,13.75
45:59.8,13.94,13.81
46:05.4,13.98,13.81
46:11.1,13.94,13.81
46:16.8,13.92,13.81
46:22.5,13.98,13.81
46:28.2,13.94,13.81
46:33.9,13.96,13.75
46:39.6,13.94,13.81
46:45.3,13.94,13.81
46:50.9,13.96,13.81
46:56.6,13.98,13.75
47:02.3,13.98,13.75
47:08.0,13.92,13.81
47:13.7,13.96,13.81
47:19.4,14,13.81
47:25.1,13.92,13.81
47:30.8,13.98,13.81
47:36.4,13.94,13.81
47:42.1,13.96,13.81
47:47.8,13.98,13.81
47:53.5,13.96,13.81
47:59.2,13.92,13.81
48:04.9,13.96,13.81
48:10.6,13.96,13.81
48:16.2,13.92,13.81
48:21.9,13.98,13.81
48:27.6,13.96,13.81
48:33.3,13.96,13.81
48:39.0,13.98,13.81
48:44.7,13.96,13.81
48:50.4,13.94,13.81
48:56.1,13.94,13.81
49:01.7,13.96,13.81
49:07.4,13.96,13.81
49:13.1,13.92,13.81
49:18.8,13.98,13.81
49:24.5,13.98,13.81
49:30.2,14,13.81
49:35.9,14,13.81
49:41.5,13.94,13.81
49:47.2,13.96,13.81
49:52.9,14,13.81
49:58.6,14,13.81
50:04.3,14,13.81
50:10.0,13.96,13.81
50:15.7,13.96,13.81
50:21.3,13.98,13.81
50:27.0,13.98,13.81
50:32.7,13.98,13.88
50:38.4,14,13.81
50:44.1,14,13.81
50:49.8,13.98,13.81
50:55.5,14,13.81
51:01.2,13.96,13.81
51:06.9,13.96,13.81
51:12.5,13.96,13.81
51:18.2,14.02,13.88
51:23.9,14.04,13.81
51:29.6,13.98,13.81
51:35.3,13.98,13.88
51:41.0,13.96,13.88
51:46.7,14,13.81
51:52.4,14,13.81
51:58.0,14,13.81
52:03.7,13.98,13.88
52:09.4,13.96,13.81
52:15.1,14.02,13.88
52:20.8,14,13.88
52:26.5,14,13.81
52:32.2,14.02,13.81
52:37.9,13.96,13.88
52:43.6,13.98,13.88
52:49.2,13.98,13.88
52:54.9,14.02,13.88
53:00.6,14.02,13.81
53:06.3,13.96,13.81
53:12.0,13.98,13.88
53:17.7,14.02,13.88
53:23.4,14.04,13.88
53:29.1,14.02,13.88
53:34.8,14,13.88
53:40.4,14.02,13.81
53:46.1,13.98,13.88
53:51.8,14.02,13.88
53:57.5,14,13.88
54:03.2,14.04,13.88
54:08.9,14.04,13.88
54:14.6,14.02,13.88
54:20.2,14.02,13.88
54:25.9,14.02,13.88
54:31.6,14.04,13.88
54:37.3,14.04,13.88
54:43.0,14.06,13.81
54:48.7,14.02,13.88
54:54.4,14.02,13.88
55:00.1,14.02,13.88
55:05.7,14,13.88
55:11.4,14.02,13.88
55:17.1,14.02,13.88
55:22.8,14.04,13.88
55:28.5,14.02,13.88
55:34.2,14.06,13.88
55:39.9,14.06,13.88
55:45.6,14.02,13.88
55:51.2,14,13.88
55:56.9,14,13.88
56:02.6,14.04,13.88
56:08.3,14,13.88
56:14.0,14,13.88
56:19.7,14.02,13.88
56:25.4,14.02,13.88
56:31.1,14.02,13.88
56:36.7,14.04,13.88
56:42.4,14.02,13.88
56:48.1,14.06,13.88
56:53.8,14.08,13.88
56:59.5,14.02,13.88
57:05.2,14.02,13.88
57:10.9,14.04,13.88
57:16.6,14.02,13.94
57:22.2,14.02,13.88
57:27.9,14.06,13.88
57:33.6,14.06,13.88
57:39.3,14.06,13.88
57:45.0,14.04,13.88
57:50.7,14.06,13.88
57:56.4,14.04,13.88
58:02.1,14.02,13.88
58:07.7,14.04,13.88
58:13.4,14.04,13.88
58:19.1,14.04,13.88
58:24.8,14.06,13.88
58:30.5,14.06,13.88
58:36.2,14.06,13.88
58:41.9,14.08,13.88
58:47.6,14.04,13.88
58:53.3,14.02,13.88
58:58.9,14.06,13.88
59:04.6,14.06,13.94
59:10.3,14.04,13.94
59:16.0,14.08,13.94
59:21.7,14.06,13.88
59:27.4,14.04,13.94
59:33.1,14.06,13.94
59:38.7,14.06,13.88
59:44.4,14.06,13.88
59:50.1,14.02,13.94
59:55.8,14.02,13.94
00:01.5,14.06,13.94
00:07.2,14.06,13.94
00:12.9,14.04,13.94
00:18.6,14.08,13.94
00:24.2,14.1,13.88
00:29.9,14.06,13.94
00:35.6,14.12,13.94
00:41.3,14.04,13.94
00:47.0,14.08,13.94
00:52.7,14.06,13.94
00:58.4,14.06,13.94
01:04.1,14.08,13.94
01:09.8,14.06,13.94
01:15.4,14.06,13.94
01:21.1,14.06,13.94
01:26.8,14.08,13.94
01:32.5,14.1,13.94
01:38.2,14.08,13.94
01:43.9,14.1,13.94
01:49.6,14.08,13.94
01:55.3,14.06,13.94
02:00.9,14.1,13.94
02:06.6,14.08,13.94
