Time,Digital Thermometer,Thermistor
26/01/2021 16:45,1.19,1.17
26/01/2021 16:45,1.19,1.15
26/01/2021 16:45,1.19,1.13
26/01/2021 16:45,1.19,1.11
26/01/2021 16:45,1.19,1.13
26/01/2021 16:45,1.19,1.13
26/01/2021 16:45,1.19,1.17
26/01/2021 16:45,1.19,1.13
26/01/2021 16:45,1.19,1.17
26/01/2021 16:45,1.19,1.13
26/01/2021 16:45,1.19,1.17
26/01/2021 16:45,1.19,1.2
26/01/2021 16:45,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.13
26/01/2021 16:46,1.19,1.11
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.25,1.17
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.2
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.25,1.15
26/01/2021 16:46,1.19,1.13
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.25,1.15
26/01/2021 16:46,1.25,1.15
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.25,1.2
26/01/2021 16:46,1.19,1.2
26/01/2021 16:46,1.25,1.17
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.25,1.17
26/01/2021 16:46,1.19,1.15
26/01/2021 16:46,1.19,1.13
26/01/2021 16:46,1.25,1.17
26/01/2021 16:46,1.19,1.17
26/01/2021 16:46,1.19,1.15
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.19,1.13
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.19,1.15
26/01/2021 16:47,1.19,1.15
26/01/2021 16:47,1.19,1.11
26/01/2021 16:47,1.25,1.15
26/01/2021 16:47,1.19,1.17
26/01/2021 16:47,1.19,1.13
26/01/2021 16:47,1.25,1.13
26/01/2021 16:47,1.25,1.15
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.25,1.13
26/01/2021 16:47,1.19,1.13
26/01/2021 16:47,1.25,1.2
26/01/2021 16:47,1.25,1.13
26/01/2021 16:47,1.19,1.13
26/01/2021 16:47,1.25,1.13
26/01/2021 16:47,1.25,1.15
26/01/2021 16:47,1.25,1.11
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.19,1.15
26/01/2021 16:47,1.25,1.15
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.25,1.13
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.25,1.17
26/01/2021 16:47,1.25,1.11
26/01/2021 16:47,1.25,1.2
26/01/2021 16:47,1.25,1.15
26/01/2021 16:47,1.25,1.13
26/01/2021 16:47,1.19,1.15
26/01/2021 16:47,1.25,1.11
26/01/2021 16:47,1.19,1.17
26/01/2021 16:47,1.25,1.13
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.13
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.2
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.13
26/01/2021 16:48,1.25,1.2
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.22
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.2
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.13
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.09
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.13
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.13
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.2
26/01/2021 16:48,1.25,1.2
26/01/2021 16:48,1.25,1.13
26/01/2021 16:48,1.25,1.17
26/01/2021 16:48,1.25,1.15
26/01/2021 16:48,1.25,1.15
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.13
26/01/2021 16:49,1.25,1.2
26/01/2021 16:49,1.25,1.17
26/01/2021 16:49,1.25,1.15
26/01/2021 16:49,1.31,1.17
26/01/2021 16:49,1.25,1.13
26/01/2021 16:49,1.25,1.17
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.25,1.15
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.25,1.11
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.25,1.13
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.25,1.15
26/01/2021 16:50,1.31,1.13
26/01/2021 16:50,1.31,1.17
26/01/2021 16:50,1.31,1.17
26/01/2021 16:50,1.25,1.2
26/01/2021 16:50,1.31,1.15
26/01/2021 16:50,1.25,1.2
26/01/2021 16:50,1.31,1.13
26/01/2021 16:50,1.25,1.15
26/01/2021 16:50,1.25,1.15
26/01/2021 16:50,1.31,1.15
26/01/2021 16:50,1.31,1.17
26/01/2021 16:50,1.25,1.2
26/01/2021 16:50,1.31,1.13
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.31,1.15
26/01/2021 16:50,1.31,1.2
26/01/2021 16:50,1.25,1.13
26/01/2021 16:50,1.31,1.17
26/01/2021 16:50,1.25,1.2
26/01/2021 16:50,1.31,1.13
26/01/2021 16:50,1.31,1.2
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.31,1.17
26/01/2021 16:50,1.31,1.11
26/01/2021 16:50,1.25,1.17
26/01/2021 16:50,1.31,1.13
26/01/2021 16:50,1.31,1.15
26/01/2021 16:50,1.31,1.11
26/01/2021 16:51,1.31,1.22
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.22
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.2
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.25,1.15
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.2
26/01/2021 16:51,1.31,1.13
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.15
26/01/2021 16:51,1.31,1.17
26/01/2021 16:51,1.31,1.15
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.11
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.2
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.2
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.11
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.37,1.17
26/01/2021 16:52,1.31,1.11
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.2
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.17
26/01/2021 16:52,1.31,1.2
26/01/2021 16:52,1.31,1.15
26/01/2021 16:52,1.31,1.13
26/01/2021 16:52,1.31,1.2
26/01/2021 16:52,1.37,1.15
26/01/2021 16:53,1.31,1.17
26/01/2021 16:53,1.31,1.13
26/01/2021 16:53,1.37,1.11
26/01/2021 16:53,1.37,1.15
26/01/2021 16:53,1.31,1.15
26/01/2021 16:53,1.31,1.11
26/01/2021 16:53,1.31,1.17
26/01/2021 16:53,1.31,1.13
26/01/2021 16:53,1.31,1.11
26/01/2021 16:53,1.31,1.15
26/01/2021 16:53,1.31,1.13
26/01/2021 16:53,1.37,1.15
26/01/2021 16:53,1.31,1.17
26/01/2021 16:53,1.31,1.17
26/01/2021 16:53,1.31,1.17
26/01/2021 16:53,1.37,1.17
26/01/2021 16:53,1.31,1.13
26/01/2021 16:53,1.37,1.17
26/01/2021 16:53,1.37,1.11
26/01/2021 16:53,1.37,1.13
26/01/2021 16:53,1.37,1.15
26/01/2021 16:53,1.37,1.17
26/01/2021 16:53,1.37,1.17
26/01/2021 16:53,1.37,1.17
26/01/2021 16:53,1.37,1.11
26/01/2021 16:53,1.31,1.2
26/01/2021 16:53,1.37,1.17
26/01/2021 16:53,1.37,1.13
26/01/2021 16:53,1.31,1.17
26/01/2021 16:53,1.37,1.11
26/01/2021 16:53,1.37,1.22
26/01/2021 16:53,1.37,1.2
26/01/2021 16:53,1.37,1.13
26/01/2021 16:53,1.37,1.22
26/01/2021 16:53,1.37,1.15
26/01/2021 16:53,1.37,1.15
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.13
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.13
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.13
26/01/2021 16:54,1.37,1.09
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.17
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.13
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.11
26/01/2021 16:54,1.37,1.2
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.11
26/01/2021 16:54,1.37,1.15
26/01/2021 16:54,1.37,1.17
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.2
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.2
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.22
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.13
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.37,1.2
26/01/2021 16:55,1.37,1.17
26/01/2021 16:55,1.44,1.13
26/01/2021 16:55,1.37,1.15
26/01/2021 16:55,1.44,1.15
26/01/2021 16:55,1.44,1.15
26/01/2021 16:55,1.37,1.15
26/01/2021 16:56,1.44,1.13
26/01/2021 16:56,1.44,1.2
26/01/2021 16:56,1.37,1.15
26/01/2021 16:56,1.37,1.13
26/01/2021 16:56,1.37,1.11
26/01/2021 16:56,1.44,1.17
26/01/2021 16:56,1.44,1.17
26/01/2021 16:56,1.37,1.15
26/01/2021 16:56,1.37,1.11
26/01/2021 16:56,1.37,1.15
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.37,1.15
26/01/2021 16:56,1.37,1.17
26/01/2021 16:56,1.44,1.11
26/01/2021 16:56,1.44,1.11
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.44,1.17
26/01/2021 16:56,1.44,1.17
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.44,1.13
26/01/2021 16:56,1.37,1.17
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.44,1.22
26/01/2021 16:56,1.44,1.2
26/01/2021 16:56,1.37,1.15
26/01/2021 16:56,1.37,1.13
26/01/2021 16:56,1.44,1.2
26/01/2021 16:56,1.44,1.2
26/01/2021 16:56,1.44,1.22
26/01/2021 16:56,1.44,1.15
26/01/2021 16:56,1.44,1.17
26/01/2021 16:56,1.44,1.17
26/01/2021 16:56,1.44,1.15
26/01/2021 16:57,1.44,1.13
26/01/2021 16:57,1.44,1.13
26/01/2021 16:57,1.44,1.13
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.17
26/01/2021 16:57,1.44,1.24
26/01/2021 16:57,1.44,1.2
26/01/2021 16:57,1.44,1.17
26/01/2021 16:57,1.44,1.2
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.2
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.11
26/01/2021 16:57,1.44,1.13
26/01/2021 16:57,1.44,1.17
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.2
26/01/2021 16:57,1.44,1.2
26/01/2021 16:57,1.44,1.17
26/01/2021 16:57,1.44,1.22
26/01/2021 16:57,1.44,1.15
26/01/2021 16:57,1.44,1.2
26/01/2021 16:57,1.44,1.13
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.69,1.22
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.75,1.26
26/01/2021 17:18,1.75,1.2
26/01/2021 17:18,1.75,1.17
26/01/2021 17:18,1.75,1.2
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.75,1.24
26/01/2021 17:18,1.75,1.2
26/01/2021 17:18,1.75,1.2
26/01/2021 17:18,1.75,1.24
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.75,1.2
26/01/2021 17:18,1.75,1.2
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.75,1.26
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.69,1.2
26/01/2021 17:18,1.75,1.22
26/01/2021 17:18,1.75,1.24
26/01/2021 17:18,1.75,1.24
26/01/2021 17:18,1.75,1.17
26/01/2021 17:19,1.75,1.2
26/01/2021 17:19,1.75,1.26
26/01/2021 17:19,1.75,1.26
26/01/2021 17:19,1.69,1.22
26/01/2021 17:19,1.69,1.2
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.2
26/01/2021 17:19,1.75,1.17
26/01/2021 17:19,1.75,1.17
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.2
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.15
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.28
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.2
26/01/2021 17:19,1.75,1.17
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.26
26/01/2021 17:19,1.75,1.22
26/01/2021 17:19,1.75,1.2
26/01/2021 17:19,1.75,1.2
26/01/2021 17:19,1.75,1.24
26/01/2021 17:19,1.75,1.2
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.26
26/01/2021 17:20,1.75,1.2
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.26
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.26
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.2
26/01/2021 17:20,1.75,1.2
26/01/2021 17:20,1.75,1.28
26/01/2021 17:20,1.75,1.26
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.28
26/01/2021 17:20,1.75,1.2
26/01/2021 17:20,1.75,1.22
26/01/2021 17:20,1.81,1.22
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.24
26/01/2021 17:20,1.75,1.17
26/01/2021 17:20,1.75,1.2
26/01/2021 17:20,1.75,1.22
26/01/2021 17:21,1.75,1.24
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.81,1.2
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.26
26/01/2021 17:21,1.75,1.2
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.24
26/01/2021 17:21,1.75,1.26
26/01/2021 17:21,1.75,1.24
26/01/2021 17:21,1.81,1.2
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.28
26/01/2021 17:21,1.81,1.26
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.24
26/01/2021 17:21,1.75,1.2
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.81,1.24
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.81,1.2
26/01/2021 17:21,1.75,1.28
26/01/2021 17:21,1.81,1.24
26/01/2021 17:21,1.81,1.2
26/01/2021 17:21,1.81,1.24
26/01/2021 17:21,1.75,1.28
26/01/2021 17:21,1.81,1.22
26/01/2021 17:21,1.75,1.2
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.28
26/01/2021 17:21,1.81,1.24
26/01/2021 17:21,1.81,1.24
26/01/2021 17:21,1.75,1.22
26/01/2021 17:21,1.75,1.24
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.81,1.28
26/01/2021 17:22,1.81,1.28
26/01/2021 17:22,1.81,1.22
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.81,1.2
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.75,1.24
26/01/2021 17:22,1.75,1.24
26/01/2021 17:22,1.75,1.24
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.75,1.28
26/01/2021 17:22,1.75,1.2
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.75,1.26
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.81,1.22
26/01/2021 17:22,1.75,1.28
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.75,1.22
26/01/2021 17:22,1.81,1.26
26/01/2021 17:22,1.75,1.28
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.81,1.24
26/01/2021 17:22,1.75,1.26
26/01/2021 17:22,1.75,1.28
26/01/2021 17:22,1.75,1.24
26/01/2021 17:22,1.81,1.26
26/01/2021 17:22,1.81,1.28
26/01/2021 17:22,1.75,1.26
26/01/2021 17:22,1.81,1.28
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.22
26/01/2021 17:23,1.75,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.75,1.26
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.75,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.75,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.75,1.24
26/01/2021 17:23,1.81,1.2
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.22
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.75,1.24
26/01/2021 17:23,1.81,1.22
26/01/2021 17:23,1.75,1.26
26/01/2021 17:23,1.81,1.22
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.24
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.75,1.28
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.75,1.24
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.26
26/01/2021 17:23,1.81,1.2
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.75,1.24
26/01/2021 17:24,1.75,1.26
26/01/2021 17:24,1.81,1.22
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.28
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.22
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.2
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.22
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.28
26/01/2021 17:24,1.81,1.28
26/01/2021 17:24,1.81,1.22
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.24
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.26
26/01/2021 17:24,1.81,1.24
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.28
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.28
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.28
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.28
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.22
26/01/2021 17:25,1.81,1.26
26/01/2021 17:25,1.81,1.24
26/01/2021 17:25,1.81,1.22
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.22
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.22
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.88,1.26
26/01/2021 17:26,1.81,1.22
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.22
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.88,1.28
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.28
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.26
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.81,1.24
26/01/2021 17:26,1.88,1.28
